timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,pressure,wind_speed,weather
2025-08-27 16:37:28,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,,,,,
2025-08-27 16:37:28,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,,,,,
2025-08-27 16:37:28,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,,,,,
2025-08-27 16:52:19,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,,,,,
2025-08-27 16:52:19,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.16,72.0,1003.0,3.27,overcast clouds
2025-08-27 16:52:19,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.16,72.0,1003.0,3.27,overcast clouds
2025-08-27 16:52:19,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.16,72.0,1003.0,3.27,overcast clouds
2025-08-27 16:52:19,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.17,72.0,1003.0,3.27,overcast clouds
2025-08-27 16:52:19,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.17,72.0,1003.0,3.27,overcast clouds
2025-08-27 17:13:07,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.13,76.0,1003.0,3.27,overcast clouds
2025-08-27 17:13:07,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.13,76.0,1003.0,3.27,overcast clouds
2025-08-27 17:13:07,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.13,76.0,1003.0,3.27,overcast clouds
2025-08-27 17:13:07,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.13,76.0,1003.0,3.27,overcast clouds
2025-08-27 17:13:07,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.13,76.0,1003.0,3.27,overcast clouds
2025-08-27 17:09:53,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.13,76.0,1003.0,3.27,overcast clouds
2025-08-27 17:09:53,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:23:16,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.27,55.0,1003.0,3.21,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:20:10,3,593.26,0.0,16.34,38.62,1.63,42.56,51.99,3.46,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
2025-08-27 17:30:13,3,615.32,0.0,17.12,29.8,1.41,43.84,53.4,3.14,30.31,55.0,1003.0,3.27,overcast clouds
